BASEPARTNUMBER,PLANTCODE,PROCESSLOCATION1,RCMID,PACKRANKNAME,PACKTYPECODE,CONTAINERQUANTITY,CONTAINERPERPALLET,PARTWEIGHT,TDPVERSION,PERPACKDUNNAGEPIECES,PACKLENGTH,PACKWIDTH,PACKHEIGHT,PACKEMPTYWEIGHT,CONTAINERSPERPALLET,QUANTITYPERCONTAINER,TOOLINGNUMBER,CELLDIMLENGTH,CELLDIMWIDTH,CELLDIMHEIGHT,OVERALLPACKLENGTH,OVERALLPACKWIDTH,OVERALLPACKHEIGHT,OVERALLPACKWEIGHT,PALLETWEIGHT,TRAILERSTACKING
71110TVA F200,MAP,07074001,HR4S000038,AR,HR4S,12,1,3.6400,1,0,62.5,48,53,295,1,12,NULL,0,0,0,62.5000,48.0000,53.0000,295.0000,0.0000,NULL
71110TVA F300,MAP,07074001,HR4S000038,AR,HR4S,12,1,3.6400,1,0,62.5,48,53,295,1,12,NULL,0,0,0,62.5000,48.0000,53.0000,295.0000,0.0000,NULL
71110TVA F400,MAP,07074001,HR4S000038,AR,HR4S,12,1,3.6400,1,0,62.5,48,53,295,1,12,NULL,0,0,0,62.5000,48.0000,53.0000,295.0000,0.0000,NULL
71110TVA F500,MAP,07074001,HR4S000038,AR,HR4S,12,1,3.6400,1,0,62.5,48,53,295,1,12,NULL,0,0,0,62.5000,48.0000,53.0000,295.0000,0.0000,NULL
71110TVA F600,MAP,07074001,HR4S000038,AR,HR4S,12,1,6.6970,1,0,62.5,48,53,295,1,12,NULL,0,0,0,62.5000,48.0000,53.0000,295.0000,0.0000,NULL
71110TVA F700,MAP,07074001,HR4S000038,AR,HR4S,12,1,3.6400,1,0,62.5,48,53,295,1,12,NULL,0,0,0,62.5000,48.0000,53.0000,295.0000,0.0000,NULL
71110TVA F800,MAP,07074001,HR4S000038,AR,HR4S,12,1,3.6400,1,0,62.5,48,53,295,1,12,NULL,0,0,0,62.5000,48.0000,53.0000,295.0000,0.0000,NULL
71110TVA F900,MAP,07074001,HR4S000038,AR,HR4S,12,1,3.6400,1,0,62.5,48,53,295,1,12,NULL,0,0,0,62.5000,48.0000,53.0000,295.0000,0.0000,NULL
71110TVA K000,MAP,07074001,HR4S000038,AR,HR4S,12,1,3.6400,1,0,62.5,48,53,295,1,12,NULL,0,0,0,62.5000,48.0000,53.0000,295.0000,0.0000,NULL
71110TVA Y000,MAP,07074001,HR4S000038,AR,HR4S,12,1,3.6480,1,0,62.5,48,53,295,1,12,NULL,0,0,0,62.5000,48.0000,53.0000,295.0000,0.0000,2
71110TVA Y500,MAP,07074001,HR4S000038,AR,HR4S,12,1,3.6480,1,0,62.5,48,53,295,1,12,NULL,0,0,0,62.5000,48.0000,53.0000,295.0000,0.0000,2
71110TVA Y600,MAP,07074001,HR4S000038,AR,HR4S,12,1,3.6480,1,0,62.5,48,53,295,1,12,NULL,0,0,0,62.5000,48.0000,53.0000,295.0000,0.0000,2
71110TWA A500,MAP,07074001,HR4S000038,AR,HR4S,12,1,3.4680,1,0,62.5,48,53,295,1,12,NULL,0,0,0,62.5000,48.0000,53.0000,295.0000,0.0000,2
71110TWA F000,MAP,07074001,HR4S000038,AR,HR4S,12,1,3.6400,1,0,62.5,48,53,295,1,12,NULL,0,0,0,62.5000,48.0000,53.0000,295.0000,0.0000,NULL
71110TWA F100,MAP,07074001,HR4S000038,AR,HR4S,12,1,6.6440,1,0,62.5,48,53,295,1,12,NULL,0,0,0,62.5000,48.0000,53.0000,295.0000,0.0000,NULL
71110TWA F200,MAP,07074001,HR4S000038,AR,HR4S,12,1,3.6400,1,0,62.5,48,53,295,1,12,NULL,0,0,0,62.5000,48.0000,53.0000,295.0000,0.0000,NULL
71110TWA F300,MAP,07074001,HR4S000038,AR,HR4S,12,1,7.2040,1,0,62.5,48,53,295,1,12,NULL,0,0,0,62.5000,48.0000,53.0000,295.0000,0.0000,NULL
71110TWA Y000,MAP,07074001,HR4S000038,AR,HR4S,12,1,3.4680,1,0,62.5,48,53,295,1,12,NULL,0,0,0,62.5000,48.0000,53.0000,295.0000,0.0000,2
71110TWA Y600,MAP,07074001,HR4S000038,AR,HR4S,12,1,3.4680,1,0,62.5,48,53,295,1,12,NULL,0,0,0,62.5000,48.0000,53.0000,295.0000,0.0000,2
71110TX6 A000M1,MAP,07092011,B2,C,B2,30,4,0.4400,1,0,44.62,23.62,7.25,17.1,4,30,30,0,0,0,45.0000,48.0000,46.0000,261.2000,56.0000,2
71110TZ3 A500,MAP,20321002,A300000006,BR,A3,60,1,0.7100,1,4,45,48,34,145,1,60,NULL,40,2,6,45.0000,48.0000,34.0000,185.0000,0.0000,3
71111TGV A000,MAP,12069001,A5,C,A5,30,1,0.3760,1,0,48,45,19.3,102,1,30,,0,0,0,45.0000,48.0000,19.3000,102.0000,0.0000,5
71111TZ3 C100,MAP,09049010,C2,C,C2,60,4,0.1123,1,1,23.62,22.18,7.25,9.6,4,60,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
71112TGV A000,MAP,06096804,A100000273,BR,A1,30,1,0.5545,1,3,45,48,25,119,1,30,NULL,12.59,4.09,15.11,45.0000,48.0000,25.0000,140.6000,0.0000,4
71112TGV A100,MAP,06096804,A100000273,BR,A1,30,1,0.5214,1,3,45,48,25,119,1,30,NULL,12.59,4.09,15.11,45.0000,48.0000,25.0000,140.6000,0.0000,4
71112TGZ A000,MAP,06096804,A100000304,BR,A1,20,1,0.5100,1,2,45,48,25,119,1,20,NULL,14.5,3.94,14.25,45.0000,48.0000,25.0000,192.6600,0.0000,4
71112TGZAA000,MAP,06096804,A100000304,BR,A1,20,1,0.5100,1,2,45,48,25,119,1,20,NULL,14.5,3.94,14.25,45.0000,48.0000,25.0000,192.6600,0.0000,4
71112TLA A500,MAP,20321005,A500000124,BR,A5,60,1,0.2600,1,3,45,48,19.3,102,1,60,NULL,43,41,3.75,45.0000,48.0000,19.3000,121.6800,0.0000,5
71113TLA A500,MAP,20321005,A500000177,BR,A5,30,1,0.3150,1,4,45,48,19.3,102,1,30,NULL,44.12,20.33,13.32,45.0000,48.0000,19.3000,162.0000,0.0000,5
71113TZ3 A500,MAP,20321002,A300000004,BR,A3,30,1,1.1000,1,3,45,48,34,145,1,30,NULL,43.88,40.19,8.62,45.0000,48.0000,34.0000,190.0000,0.0000,3
71114TGV A000,MAP,06096804,A5,C,A5,120,1,0.3130,1,0,48,45,19.3,102,1,120,,0,0,0,45.0000,48.0000,19.3000,102.0000,0.0000,5
71114TVA A000,MAP,07074001,B200000003,BR,B2,20,2,0.1360,1,2,44.62,23.62,7.25,17.1,2,20,NULL,39.75,19,2.75,45.0000,48.0000,46.0000,381.6800,56.0000,2
71114TVA F000,MAP,07074001,B200000075,BR,B2,20,2,0.0700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
71114TZ3 A100,MAP,06096804,A5,C,A5,60,1,0.4400,1,0,48,45,19.3,102,1,60,,0,0,0,45.0000,48.0000,19.3000,102.0000,0.0000,5
71114TZ3 A500,MAP,06096804,A5,C,A5,60,1,0.4800,1,0,48,45,19.3,102,1,60,,0,0,0,45.0000,48.0000,19.3000,102.0000,0.0000,5
71116TZ3 C100,MAP,09049010,C2,C,C2,60,4,0.1123,1,1,23.62,22.18,7.25,9.6,4,60,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
71117TGV A000,MAP,06096804,A100000273,BR,A1,30,1,0.5545,1,3,45,48,25,119,1,30,NULL,12.59,4.09,15.11,45.0000,48.0000,25.0000,140.6000,0.0000,4
71117TGV A100,MAP,06096804,A100000273,BR,A1,30,1,0.5214,1,3,45,48,25,119,1,30,NULL,12.59,4.09,15.11,45.0000,48.0000,25.0000,140.6000,0.0000,4
71117TGZ A000,MAP,06096804,A100000304,BR,A1,20,1,0.5100,1,2,45,48,25,119,1,20,NULL,14.5,3.94,14.25,45.0000,48.0000,25.0000,192.6600,0.0000,4
71117TGZAA000,MAP,06096804,A100000304,BR,A1,20,1,0.5100,1,2,45,48,25,119,1,20,NULL,14.5,3.94,14.25,45.0000,48.0000,25.0000,192.6600,0.0000,4
71118TLA A500,MAP,20321005,A500000178,BR,A5,30,1,0.3150,1,4,45,48,19.3,102,1,30,NULL,44.12,20.33,13.32,45.0000,48.0000,19.3000,162.0000,0.0000,5
71119TLA A700,MAP,09049010,XX,D,XX,210,1,0.0100,1,0,24,11,12,1.12,1,120,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
71119TVA A000,MAP,07074001,B200000030,BR,B2,20,2,0.1360,1,2,44.62,23.62,7.25,17.1,2,20,NULL,39.75,19,2.75,45.0000,48.0000,46.0000,381.6800,56.0000,2
71119TVA F000,MAP,07074001,B200000076,BR,B2,20,2,0.0700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7111DTGV A000,MAP,51606101,A100000282,BR,A1,60,1,0.8300,1,2,45,48,25,119,1,60,NULL,7.25,7.25,7.12,45.0000,48.0000,25.0000,126.2000,0.0000,4
7111JTGV A000,MAP,51606101,A100000282,BR,A1,60,1,0.8300,1,2,45,48,25,119,1,60,NULL,7.25,7.25,7.12,45.0000,48.0000,25.0000,126.2000,0.0000,4
71120T3R A000M1,MAP,51498502,HR9S5319,AR,HR9S,30,1,4.4620,1,0,90,49,54,750,1,30,,0,0,0,90.0000,49.0000,54.0000,750.0000,0.0000,2
71120T3R A300M1,MAP,51498502,HR9S5319,AR,HR9S,30,1,4.4620,1,0,90,49,54,750,1,30,,0,0,0,90.0000,49.0000,54.0000,750.0000,0.0000,2
71120TGV A000,MAP,51498502,HR8S000042,AR,HR8S,20,1,4.5000,1,0,78.5,48,53,353.8,1,20,NULL,0,0,0,78.5000,48.0000,53.0000,353.8000,0.0000,2
71120TGV A100,MAP,51498502,HR8S000042,AR,HR8S,20,1,4.5000,1,0,78.5,48,53,353.8,1,20,NULL,0,0,0,78.5000,48.0000,53.0000,353.8000,0.0000,2
71120TGV A200,MAP,51498502,HR8S000042,AR,HR8S,20,1,4.5000,1,0,78.5,48,53,353.8,1,20,NULL,0,0,0,78.5000,48.0000,53.0000,353.8000,0.0000,2
71120TGV A300,MAP,51498502,HR8S000042,AR,HR8S,20,1,4.5000,1,0,78.5,48,53,353.8,1,20,NULL,0,0,0,78.5000,48.0000,53.0000,353.8000,0.0000,2
71120TGZ A000,MAP,51498502,HR8S000042,AR,HR8S,20,1,4.5000,1,0,78.5,48,53,353.8,1,20,NULL,0,0,0,78.5000,48.0000,53.0000,353.8000,0.0000,2
71120TGZ A100,MAP,51498501,HR8S000042,AR,HR8S,20,1,4.5000,1,0,78.5,48,53,353.8,1,20,NULL,0,0,0,78.5000,48.0000,53.0000,353.8000,0.0000,NULL
71120TGZAA000,MAP,51498501,HR8S000042,AR,HR8S,20,1,4.5000,1,0,78.5,48,53,353.8,1,20,NULL,0,0,0,78.5000,48.0000,53.0000,353.8000,0.0000,NULL
71120TGZAA100,MAP,51498501,HR8S000042,AR,HR8S,20,1,4.5000,1,0,78.5,48,53,353.8,1,20,NULL,0,0,0,78.5000,48.0000,53.0000,353.8000,0.0000,NULL
71120TLA A600,MAP,20321009,SR004599,AR,SR,20,1,3.4800,1,0,62.5,48,51.75,400,1,20,,0,0,0,62.5000,48.0000,52.0000,447.0000,0.0000,2
71120TVA A000M1,MAP,20232022,HR8S000019,AC,HR8S,30,1,2.0000,1,0,79,48,54,600,1,30,NULL,0,0,0,79.0000,48.0000,54.0000,660.0000,0.0000,2
71120TVA A100M1,MAP,20232022,HR8S000019,AC,HR8S,30,1,2.0000,1,0,79,48,54,600,1,30,NULL,0,0,0,79.0000,48.0000,54.0000,660.0000,0.0000,2
71120TVA F000,MAP,20232022,HR8S000019,AC,HR8S,30,1,2.0000,1,0,79,48,54,600,1,30,NULL,0,0,0,79.0000,48.0000,54.0000,660.0000,0.0000,NULL
71120TVA F100,MAP,20232022,HR8S000019,AC,HR8S,30,1,2.0000,1,0,79,48,54,600,1,30,NULL,0,0,0,79.0000,48.0000,54.0000,660.0000,0.0000,NULL
71120TZ3 A100M1,MAP,51498502,HR9S5319,AR,HR9S,30,1,4.8400,1,0,90,49,54,750,1,30,,0,0,0,90.0000,49.0000,54.0000,750.0000,0.0000,2
71120TZ3 A200M1,MAP,51498502,HR9S5319,AR,HR9S,30,1,4.8400,1,0,90,49,54,750,1,30,,0,0,0,90.0000,49.0000,54.0000,750.0000,0.0000,2
71120TZ3 A500M1,MAP,51498502,HR9S5319,AR,HR9S,30,1,4.8400,1,0,90,49,54,750,1,30,,0,0,0,90.0000,49.0000,54.0000,750.0000,0.0000,2
71120TZ3 A600M1,MAP,51498502,HR9S5319,AR,HR9S,30,1,4.8400,1,0,90,49,54,750,1,30,,0,0,0,90.0000,49.0000,54.0000,750.0000,0.0000,2
71123T3R A000,MAP,09049010,C2,C,C2,60,4,0.0970,1,1,23.62,22.18,7.25,9.6,4,30,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
71124TLA A500,MAP,20321005,C200000261,BR,C2,30,4,0.0900,1,1,23.62,22.18,7.25,9.6,4,30,NULL,19.5,17.5,3.5,45.0000,48.0000,46.0000,329.1200,56.0000,2
71125TGV A000M1,MAP,20232022,XX,D,XX,15,1,0.6950,1,0,23.62,22.18,13.68,12.31,1,15,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,NULL
71125TGZ A000M1,MAP,20232022,XX,D,XX,15,1,0.6950,1,0,23.62,22.18,13.68,12.31,1,15,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,NULL
71125TGZAA000M1,MAP,20232022,XX,D,XX,15,1,0.6950,1,0,23.62,22.18,13.68,12.31,1,15,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,NULL
71125TLA A500,MAP,12069001,A3005650,BR,A3,60,1,0.8000,1,3,48,45,34,145,1,60,,41,4.5,9,45.0000,48.0000,34.0000,160.0000,0.0000,3
71125TVA A000,MAP,06096804,A5,C,A5,60,1,0.9600,1,0,48,45,19.3,102,1,60,,0,0,0,45.0000,48.0000,19.3000,102.0000,0.0000,5
71125TVA F000,MAP,06096804,A5,C,A5,60,1,0.9600,1,0,48,45,19.3,102,1,60,,0,0,0,45.0000,48.0000,19.3000,102.0000,0.0000,NULL
71127T3R A000,MAP,14047001,B2,C,B2,60,12,0.1430,1,0,44.62,23.62,7.25,17.1,2,60,30,0,0,0,45.0000,48.0000,46.0000,261.2000,56.0000,2
71128T3R A000,MAP,09049010,C2,C,C2,60,4,0.0970,1,1,23.62,22.18,7.25,9.6,4,30,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
71129T3R A00051,MAP,06096804,C200000208,BR,C2,30,4,0.1330,1,1,23.62,22.18,7.25,9.6,4,30,NULL,17.94,1.94,4.69,45.0000,48.0000,46.0000,325.2800,56.0000,2
71129T3R A000XA,MAP,06096804,SR00N133,AC,SR,30,4,2.6500,2,0,63,49,54,422.5,4,30,NULL,0,0,0,63.0000,49.0000,54.0000,422.5000,0.0000,2
71130TGV A000,MAP,51056802,L4,C,L4,20,1,NULL,1,0,64.5,48,34.6,218,1,20,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,3
71130TVA A000,MAP,50926901,HR505848,AC,HR5S,20,1,14.7900,1,0,70,48.5,50.625,481,1,20,,0,0,0,70.0000,48.5000,53.0000,481.0000,0.0000,2
71130TZ3 A000,MAP,51056802,L4,C,L4,20,1,13.3900,1,0,64.5,48,34.6,218,1,20,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,NULL
71131TS8 A500,MAP,50926901,L4,C,L4,60,1,10.0400,1,0,64.5,48,34.6,218,1,60,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,3
71135TV9 A000,MAP,50775502,SQ,C,SQ,30,1,5.2600,0,0,45.25,29.25,26,188,1,30,180,0,0,0,45.2500,29.2500,26.0000,188.0000,0.0000,4
7113ATGZ A000,MAP,51062202,FF2TW00002,AR,FF,20,1,15.6000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7113ATGZAA000,MAP,51062202,FF2TW00002,AR,FF,20,1,15.6000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
71140T3R A000,MAP,06102406,C,BE,C,10,4,1.5000,1,0,23.62,22.18,13.68,12.3,4,10,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
71140TGV A000,MAP,06102406,A1,C,A1,60,1,1.1000,1,10,48,45,25,119,1,60,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,4
71140TLA A000,MAP,12069001,A5,C,A5,60,1,0.5000,1,0,48,45,19.3,102,1,60,,0,0,0,45.0000,48.0000,19.3000,102.0000,0.0000,5
71140TVA A000,MAP,06096804,A1,C,A1,60,1,0.7650,1,10,48,45,25,119,1,60,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,4
71140TVA F000,MAP,06096804,A1,C,A1,60,1,1.1400,1,10,48,45,25,119,1,60,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,NULL
71140TZ3 A100,MAP,06102406,A1,C,A1,60,1,1.1100,1,10,48,45,25,119,1,60,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,4
7114FT3R A000,MAP,21042006,C,C,C,15,4,0.6900,1,0,23.62,22.18,13.68,12.3,4,15,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
7114FTGV A200,MAP,21042006,C,C,C,15,4,0.6800,1,0,23.62,22.18,13.68,12.3,4,15,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
7114FTGV A300,MAP,21042006,C,C,C,15,4,0.6800,1,0,23.62,22.18,13.68,12.3,4,15,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
7114FTLA A500,MAP,11048004,C,C,C,30,4,0.3200,1,0,23.62,22.18,13.68,12.3,4,15,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
7114FTVA A000,MAP,21042006,C,C,C,15,4,0.5800,1,0,23.62,22.18,13.68,12.3,4,15,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
7114FTVA D000,MAP,21042006,C2,C,C2,60,4,0.0840,1,1,23.62,22.18,7.25,9.6,4,60,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
7114FTVA K000,MAP,21042006,C2,C,C2,60,4,0.0980,1,1,23.62,22.18,7.25,9.6,4,60,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
7114FTVA Y000,MAP,21042006,C2,C,C2,60,4,0.0840,1,1,23.62,22.18,7.25,9.6,4,60,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
7114FTZ3 A100,MAP,21042006,C,BE,C,15,4,0.6860,1,0,23.62,22.18,13.68,12.3,4,15,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
7114FTZ3 A500,MAP,21042006,C,BE,C,15,4,0.6860,1,0,23.62,22.18,13.68,12.3,4,15,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
71150T3R A000,MAP,50775502,A500000089,BR,A5,15,1,2.1100,1,1,45,48,19.3,102,1,15,NULL,40.75,2.75,9.88,45.0000,48.0000,19.3000,110.7000,0.0000,5
71150TVA A001C1,MAP,06096804,L400000001,BR,L4,30,1,1.7500,1,4,64.5,48,34.6,218,1,30,NULL,59,2.4,9.6,64.5000,48.0000,34.6000,298.0000,0.0000,3
71150TWA A000C4,MAP,06096804,L400000001,BR,L4,30,1,1.8400,1,4,64.5,48,34.6,218,1,30,NULL,59,2.4,9.6,64.5000,48.0000,34.6000,298.0000,0.0000,NULL
71151TGV A100M1,MAP,19296201,L4,C,L4,60,1,1.7000,1,0,64.5,48,34.6,218,1,60,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,3
71156TLA A500M1,MAP,12199001,A100000294,BR,A1,60,1,0.4400,1,1,45,48,25,119,1,60,NULL,4.44,9.69,15.08,45.0000,48.0000,25.0000,129.0000,0.0000,4
71156TLA A600,MAP,07074001,A100000170,BR,A1,60,1,0.4680,1,1,45,48,25,119,1,60,NULL,9.69,4.44,15.07,45.0000,48.0000,25.0000,139.7000,0.0000,4
71156TZ3 A100,MAP,19189006,A100000110,BR,A1,30,1,0.3750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4
71156TZ3 A500,MAP,51498502,C000000014,BR,C,30,4,0.0530,1,1,23.62,22.18,13.68,12.3,4,30,NULL,3,1.5,6,45.0000,48.0000,45.5000,215.6000,56.0000,2
71160TGV A000,MAP,06102406,A1,C,A1,120,1,3.1000,1,10,48,45,25,119,1,120,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,NULL
71160TZ3 A200,MAP,07074001,C,BE,C,15,4,1.0000,1,0,23.62,22.18,13.68,12.3,4,15,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
71164TGV A000,MAP,06096804,A5,C,A5,120,1,0.3130,1,0,48,45,19.3,102,1,120,,0,0,0,45.0000,48.0000,19.3000,102.0000,0.0000,5
71164TGZ A000,MAP,06096804,A5,C,A5,120,1,0.3130,1,0,48,45,19.3,102,1,120,,0,0,0,45.0000,48.0000,19.3000,102.0000,0.0000,5
71164TGZAA000,MAP,06096804,A5,C,A5,120,1,0.3130,1,0,48,45,19.3,102,1,120,,0,0,0,45.0000,48.0000,19.3000,102.0000,0.0000,5
71164TVA A000,MAP,11048001,C,C,C,60,4,0.1700,1,0,23.62,22.18,13.68,12.3,4,60,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
71164TZ3 A100,MAP,06096804,A5,C,A5,60,1,0.4400,1,0,48,45,19.3,102,1,60,,0,0,0,45.0000,48.0000,19.3000,102.0000,0.0000,5
71164TZ3 A500,MAP,06096804,A5,C,A5,60,1,0.4800,1,0,48,45,19.3,102,1,60,,0,0,0,45.0000,48.0000,19.3000,102.0000,0.0000,5
71165TGV A000,MAP,06102406,C2,C,C2,30,1,0.7370,1,1,23.62,22.18,7.25,9.6,1,30,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
71165TGZ A000,MAP,51628204,C2,C,C2,30,4,0.7400,1,1,23.62,22.18,7.25,9.6,4,30,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,NULL
71165TGZAA000,MAP,51628204,C2,C,C2,30,4,0.7400,1,1,23.62,22.18,7.25,9.6,4,30,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,NULL
71169TLA A700,MAP,09049010,XX,D,XX,210,1,0.0100,1,0,24,11,12,1.12,1,120,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
71169TVA A000,MAP,11048001,C,C,C,60,4,0.1700,1,0,23.62,22.18,13.68,12.3,4,60,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
71170TGV A000,MAP,12069001,L4,C,L4,20,1,0.2360,1,0,64.5,48,34.6,218,1,30,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,3
71170TGZ A000,MAP,12069001,L4,C,L4,30,1,2.6000,1,0,64.5,48,34.6,218,1,30,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,3
71170TGZAA000,MAP,12069001,L4,C,L4,30,1,2.6000,1,0,64.5,48,34.6,218,1,30,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,NULL
71170TV9 A000,MAP,03319802,L4,C,L4,60,1,1.1700,1,0,64.5,48,34.6,218,1,60,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,NULL
71174TGZ A000,MAP,12069001,A5,C,A5,60,1,1.0000,1,0,48,45,19.3,102,1,60,,0,0,0,45.0000,48.0000,19.3000,102.0000,0.0000,5
71174TGZAA000,MAP,12069001,A1,C,A1,60,1,0.9000,1,10,48,45,25,119,1,60,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,NULL
71175TGZ A000,MAP,20321002,FN2LW00001,AR,FN,15,1,1.6300,1,0,78.5,48,52.94,476.14,1,15,NULL,0,0,0,78.5000,48.0000,52.9400,476.1400,0.0000,NULL
71175TGZAA000,MAP,20321002,FN2LW00001,AR,FN,15,1,1.6300,1,0,78.5,48,52.94,476.14,1,15,NULL,0,0,0,78.5000,48.0000,52.9400,476.1400,0.0000,NULL
71179TGZ A000,MAP,12069001,A5,C,A5,60,1,1.0000,1,0,48,45,19.3,102,1,60,,0,0,0,45.0000,48.0000,19.3000,102.0000,0.0000,5
71179TGZAA000,MAP,12069001,A1,C,A1,60,1,0.9000,1,10,48,45,25,119,1,60,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,NULL
71180TLA A600,MAP,20321009,A100000245,BR,A1,30,1,0.5800,1,3,45,48,25,119,1,30,NULL,43.38,39.33,5.62,45.0000,48.0000,25.0000,141.8000,0.0000,4
71181TGV A000,MAP,20321009,FG2TW00002,AR,FG,20,1,2.5000,1,0,78,48,53,581,1,20,NULL,0,0,0,78.0000,48.0000,53.0000,581.0000,0.0000,2
71182TGV A000,MAP,12069001,A3T3900006,BR,A3T39,60,1,0.4000,1,1,45,48,39,166,1,60,NULL,7.28,3.16,28.5,45.0000,48.0000,39.0000,209.8100,0.0000,2
71185TLA A600,MAP,20321009,A100000292,BR,A1,30,1,0.5800,1,3,45,48,25,119,1,30,NULL,43.38,39.3,5.5,45.0000,48.0000,25.0000,141.8000,0.0000,4
71185TV9 A000,MAP,50775502,SQ,C,SQ,30,1,5.2600,0,0,45.25,29.25,26,188,1,30,180,0,0,0,45.2500,29.2500,26.0000,188.0000,0.0000,4
71187TGV A000,MAP,12069001,A3T3900006,BR,A3T39,60,1,0.4000,1,1,45,48,39,166,1,60,NULL,7.28,3.16,28.5,45.0000,48.0000,39.0000,209.8100,0.0000,2
71190T3R A000,MAP,06102406,C,BE,C,10,4,1.5000,1,0,23.62,22.18,13.68,12.3,4,10,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
71190TGV A000,MAP,06102406,A1,C,A1,60,1,1.1000,1,10,48,45,25,119,1,60,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,4
71190TLA A000,MAP,12069001,A5,C,A5,60,1,0.5000,1,0,48,45,19.3,102,1,60,,0,0,0,45.0000,48.0000,19.3000,102.0000,0.0000,5
71190TVA A000,MAP,06096804,A1,C,A1,60,1,0.7650,1,10,48,45,25,119,1,60,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,4
71190TVA F000,MAP,06096804,A1,C,A1,60,1,1.1400,1,10,48,45,25,119,1,60,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,NULL
71190TZ3 A100,MAP,06102406,A1,C,A1,60,1,1.1100,1,10,48,45,25,119,1,60,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,4
71193T3R A000M1,MAP,11048001,C2,C,C2,60,4,0.1200,1,1,23.62,22.18,7.25,9.6,4,60,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
71193TGV A000M1,MAP,09049010,C,BE,C,60,4,0.1300,1,0,23.62,22.18,13.68,12.3,4,60,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
71193TME T010C1,MAP,09049010,C2,C,C2,60,4,0.1080,1,1,23.62,22.18,7.25,9.6,4,60,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
