BASEPARTNUMBER,PLANTCODE,PROCESSLOCATION1,RCMID,PACKRANKNAME,PACKTYPECODE,CONTAINERQUANTITY,CONTAINERPERPALLET,PARTWEIGHT,TDPVERSION,PERPACKDUNNAGEPIECES,PACKLENGTH,PACKWIDTH,PACKHEIGHT,PACKEMPTYWEIGHT,CONTAINERSPERPALLET,QUANTITYPERCONTAINER,TOOLINGNUMBER,CELLDIMLENGTH,CELLDIMWIDTH,CELLDIMHEIGHT,OVERALLPACKLENGTH,OVERALLPACKWIDTH,OVERALLPACKHEIGHT,OVERALLPACKWEIGHT,PALLETWEIGHT,TRAILERSTACKING
172626S9 A000,MAP,51628204,D1,C,D1,60,8,0.2900,1,0,23.75,11.12,7.25,5.8,8,60,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,NULL
172626S9AA000,MAP,51628204,D1,C,D1,60,8,0.2900,1,0,23.75,11.12,7.25,5.8,8,60,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,NULL
172636S8 A000,MAP,06102406,C,C,C,15,1,0.7260,1,0,23.62,22.18,13.68,12.3,1,15,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,NULL
172655PA A000,MAP,52138603,D1,C,D1,180,8,0.1400,1,0,23.75,11.12,7.25,5.8,8,180,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,3
172656S9 A000,MAP,50389802,D1,C,D1,240,8,0.0800,1,0,23.75,11.12,7.25,5.8,8,240,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,3
172656S9AA000,MAP,50389802,D1,C,D1,240,8,0.0800,1,0,23.75,11.12,7.25,5.8,8,240,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,3
172775AA M000,MAP,01233904,XX,D,XX,1200,1,NULL,1,0,11.25,11.25,6.5,1,1,1200,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
172775J2 A000,MAP,01233904,XX,D,XX,1200,1,NULL,1,0,8,8,4.5,0,1,1200,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
172775J2 C000,MAP,01233904,XX,D,XX,1200,1,NULL,1,0,8,8,4.5,0.1,1,1200,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
172775PA A000,MAP,01233904,XX,D,XX,1200,1,NULL,1,0,8,8,4.5,1,1,1200,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
172776A0 A000,MAP,51153503,XX,D,XX,5000,1,NULL,1,0,8,8,11,1,1,5000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
172776A0 A500,MAP,51153503,XX,D,XX,5000,1,NULL,1,0,8,8,11,1,1,5000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
172776A0 A600,MAP,51153503,XX,D,XX,5000,1,0.0030,1,0,NULL,NULL,NULL,NULL,1,5000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,NULL
172776A0 C000,MAP,51153503,XX,D,XX,1000,1,NULL,1,0,9,9,6.5,1,1,1000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
172776A0 C500,MAP,51153503,XX,D,XX,1000,1,NULL,1,0,9,9,6.5,1,1,1000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
172776A0 C600,MAP,51153503,XX,D,XX,1000,1,0.0050,1,0,NULL,NULL,NULL,NULL,1,1000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,NULL
172776B2 A000,MAP,51153503,XX,D,XX,5000,1,NULL,1,0,8,8,11,1,1,5000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
172776B2 A500,MAP,51153503,XX,D,XX,5000,1,NULL,1,0,8,8,11,1,1,5000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
172776B2 A600,MAP,51153503,XX,D,XX,5000,1,0.0030,1,0,NULL,NULL,NULL,NULL,1,5000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,NULL
172776B2 C000,MAP,51153503,XX,D,XX,1000,1,NULL,1,0,9,9,6.5,1,1,1000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
172776B2 C500,MAP,51153503,XX,D,XX,1000,1,NULL,1,0,9,9,6.5,1,1,1000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
172776B2 C600,MAP,51153503,XX,D,XX,1000,1,0.0050,1,0,NULL,NULL,NULL,NULL,1,1000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,NULL
172776C2 A500,MAP,51153503,XX,D,XX,5000,1,NULL,1,0,8,8,11,1,1,5000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
172776C2 A600,MAP,51153503,XX,D,XX,5000,1,0.0030,1,0,NULL,NULL,NULL,NULL,1,5000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,NULL
172776C2 C500,MAP,51153503,XX,D,XX,5000,1,NULL,1,0,9,9,6.5,1,1,5000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
172776C2 C600,MAP,51153501,XX,D,XX,1000,1,0.0030,1,0,NULL,NULL,NULL,NULL,1,1000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,NULL
172776S8 A000,MAP,51153503,XX,D,XX,5000,1,0.0030,1,0,8,8,11,1,1,5000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
172776S8 C000,MAP,51153503,XX,D,XX,1000,1,0.0050,1,0,9,9,6.5,1,1,1000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
172776S9 A000,MAP,51153503,XX,D,XX,5000,1,0.0030,1,0,8,8,11,1,1,5000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
172776S9 C000,MAP,51153501,XX,D,XX,1000,1,0.0050,1,0,9,9,6.5,2,1,1000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
17277R4H A500,MAP,01233904,XX,D,XX,1200,1,0.0023,1,0,8.75,8.75,8.75,2.4,1,1200,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
17277R4H C500,MAP,01233904,XX,D,XX,1200,1,0.0039,1,0,8.75,8.75,8.75,2.4,1,1200,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
17277R70 A000AA,MAP,01233904,XX,D,XX,2000,1,0.0010,1,0,8.75,8.75,8.75,2,1,2000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
17277RDF A000,MAP,01233904,XX,D,XX,1200,1,NULL,1,0,8,8,4.5,0,1,1200,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
17277RDF C000,MAP,01233904,XX,D,XX,1200,1,NULL,1,0,8.75,8.75,8.75,0,1,1200,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
172816A0 A000M2,MAP,04102002,C2,C,C2,10,4,1.0000,1,1,23.62,22.18,7.25,9.6,4,10,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
172825PA A000M3,MAP,11078101,XX,D,XX,15,1,0.9710,1,0,22.05,14.76,9.84,1.89,1,15,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
172826A0 A000M5,MAP,20099001,C,C,C,30,4,0.6980,1,0,23.62,22.18,13.68,12.3,4,30,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,NULL
172826B2 A000M3,MAP,11078101,XX,D,XX,15,1,NULL,1,0,18.5,15.35,8.66,13.97,1,15,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
172826S8 A000M3,MAP,11078101,XX,D,XX,15,1,0.8800,1,0,18.5,15.35,8.66,1.9,1,15,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
172826S9 A000M3,MAP,11078101,XX,D,XX,15,1,1.1510,1,0,18.5,15.35,8.66,1.85,1,15,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
172826S9AA000M3,MAP,11078101,XX,D,XX,15,1,1.1510,1,0,18.5,15.35,8.66,1.85,1,15,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
172835PA A000,MAP,03350002,C000000016,BR,C,10,4,1.4146,1,2,23.62,22.18,13.68,12.3,4,10,NULL,0,0,0,45.0000,48.0000,45.5000,275.6000,56.0000,2
172836B2 A000M6,MAP,06084802,C,C,C,30,4,0.6438,1,0,23.62,22.18,13.68,12.3,4,30,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
172836S8 A000M5,MAP,20099001,C,C,C,20,4,1.0100,1,0,23.62,22.18,13.68,12.3,4,20,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
172836S9 A000M5,MAP,20099001,C,C,C,20,4,1.0050,1,0,23.62,22.18,13.68,12.3,4,20,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,NULL
172836S9AA000M5,MAP,20099001,C,C,C,20,4,1.0050,1,0,23.62,22.18,13.68,12.3,4,20,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,NULL
172845PA A000,MAP,03350002,C200000014,BR,C2,10,4,0.8140,1,1,23.62,22.18,7.25,9.6,4,10,NULL,0,0,0,45.0000,48.0000,46.0000,358.4000,56.0000,2
172916S8 A000M3,MAP,11078101,XX,D,XX,20,1,0.9400,1,0,18.5,15.35,8.66,1.91,1,20,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
172916S9 A000M3,MAP,11078101,XX,D,XX,90,1,0.1980,1,0,18.5,15.35,8.66,1.85,1,90,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
172916S9AA000M3,MAP,11078101,XX,D,XX,90,1,0.1980,1,0,18.5,15.35,8.66,1.85,1,90,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
172935AA A000M4,MAP,52104305,C,C,C,15,4,1.1880,1,0,23.62,22.18,13.68,12.3,4,15,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
172936A0 A000M2,MAP,04102002,C2,C,C2,20,4,0.9500,1,1,23.62,22.18,7.25,9.6,4,20,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
172936B2 A000M3,MAP,11078101,XX,D,XX,12,1,1.1300,1,0,18.5,15.35,8.66,13.04,1,12,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,NULL
172936S8 A000M3,MAP,11078101,XX,D,XX,12,1,1.1600,1,0,18.5,15.35,8.66,1.93,1,12,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
172936S9 A000M4,MAP,52104305,C,BE,C,10,4,1.5900,1,0,23.62,22.18,13.68,12.3,4,10,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
172936S9AA000M4,MAP,52104305,C,BE,C,10,4,1.5900,1,0,23.62,22.18,13.68,12.3,4,10,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,NULL
1729459B 0060,MAP,52104305,C,C,C,30,4,0.6292,1,0,23.62,22.18,13.68,12.3,4,30,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
172966B2 A000M6,MAP,06084802,A3,C,A3,30,1,2.4008,1,0,48,45,34,145,1,30,,0,0,0,45.0000,48.0000,34.0000,145.0000,0.0000,3
172966B2 Y000M6,MAP,06084802,A3,C,A3,30,1,2.4008,1,0,48,45,34,145,1,30,,0,0,0,45.0000,48.0000,34.0000,145.0000,0.0000,3
1729B6A0 A000,MAP,20099001,A1,C,A1,30,1,2.1500,1,10,48,45,25,119,1,30,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,NULL
1729B6B2 A500,MAP,06084802,A1,C,A1,30,1,1.1949,1,10,48,45,25,119,1,30,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,4
1729C6S9 A000,MAP,51606101,A1,C,A1,20,1,4.4000,1,10,48,45,25,119,1,20,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,NULL
1729C6S9AA000,MAP,51606101,A1,C,A1,20,1,4.4000,1,10,48,45,25,119,1,20,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,NULL
1729E6A0 A000,MAP,20099001,A1,C,A1,60,1,1.7000,1,10,48,45,25,119,1,60,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,NULL
1729E6A0 Y000,MAP,20099001,A1,C,A1,60,1,1.7000,1,10,48,45,25,119,1,60,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,NULL
1729E6B2 A100,MAP,06084802,A5,C,A5,60,1,0.9457,1,0,48,45,19.3,102,1,60,,0,0,0,45.0000,48.0000,19.3000,102.0000,0.0000,5
1729E6B2 Y000,MAP,06084802,A5,C,A5,60,1,0.9457,1,0,48,45,19.3,102,1,60,,0,0,0,45.0000,48.0000,19.3000,102.0000,0.0000,5
17300TLA A000M1,MAP,51143203,A300000027,BR,A3,30,1,4.2840,1,1,48,45,34,145,1,30,NULL,0,0,0,45.0000,48.0000,34.0000,160.0000,0.0000,3
1730AT3R A000,MAP,51606101,A3004802,BR,A3,20,1,6.5000,1,4,48,45,34,145,1,20,,20,14,6,45.0000,48.0000,34.0000,153.0000,0.0000,3
1730AT3R D000,MAP,51606101,A3004802,BR,A3,20,1,6.5000,1,4,48,45,34,145,1,20,,20,14,6,45.0000,48.0000,34.0000,153.0000,0.0000,3
1730ATGV A000,MAP,51606101,A300000292,BR,A3,30,1,5.0000,1,4,45,48,34,145,1,30,NULL,19.5,4.5,13,45.0000,48.0000,34.0000,152.2000,0.0000,3
1730ATGV X000,MAP,51606101,A300000292,BR,A3,30,1,5.4000,1,4,45,48,34,145,1,30,NULL,19.5,4.5,13,45.0000,48.0000,34.0000,152.2000,0.0000,3
1730ATGZ A100,MAP,51606101,A300000292,BR,A3,30,1,5.0000,1,4,45,48,34,145,1,30,NULL,19.5,4.5,13,45.0000,48.0000,34.0000,152.2000,0.0000,3
1730ATGZAA100,MAP,51606101,A300000292,BR,A3,30,1,5.0000,1,4,45,48,34,145,1,30,NULL,19.5,4.5,13,45.0000,48.0000,34.0000,152.2000,0.0000,NULL
1730ATVA A000,MAP,51062202,A300000182,BR,A3,30,1,4.4000,1,4,45,48,34,145,1,30,NULL,19.5,4.31,1.8,45.0000,48.0000,34.0000,152.2000,0.0000,3
1730ATVA X000,MAP,51062202,A300000182,BR,A3,30,1,4.4000,1,4,45,48,34,145,1,30,NULL,19.5,4.31,1.8,45.0000,48.0000,34.0000,152.2000,0.0000,3
1730ATWA A100,MAP,51062202,A300000182,BR,A3,30,1,3.9600,1,4,45,48,34,145,1,30,NULL,19.5,4.31,1.8,45.0000,48.0000,34.0000,152.2000,0.0000,3
1730ATZ3 A100,MAP,51606101,A3004802,BR,A3,20,1,6.5000,1,4,48,45,34,145,1,20,,20,14,6,45.0000,48.0000,34.0000,153.0000,0.0000,3
1730ATZ3 A200,MAP,51606101,A3004802,BR,A3,20,1,6.5000,1,4,48,45,34,145,1,20,,20,14,6,45.0000,48.0000,34.0000,153.0000,0.0000,3
1730ATZ7 A100,MAP,51606101,A3004802,BR,A3,20,1,6.5000,1,4,48,45,34,145,1,20,,20,14,6,45.0000,48.0000,34.0000,153.0000,0.0000,3
1731559B 0060,MAP,08069005,XX,D,XX,300,1,0.0700,1,0,15.35,11.41,8.66,1,1,300,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
173155J6 A000M1,MAP,06084802,XX,D,XX,300,18,NULL,1,0,21.25,14.25,13,1.4,18,300,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,NULL
17315T5R A000M1,MAP,20143001,XX,D,XX,15,12,2.0000,1,0,9,9,7,1,12,15,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,NULL
17315TWA A000M1,MAP,20143001,XX,D,XX,15,12,NULL,1,0,24.38,23,7,3.46,12,15,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
1731658G A000M1,MAP,50550801,D1,C,D1,60,8,0.0700,1,0,23.75,11.12,7.25,5.8,8,60,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,NULL
1731659B 0060,MAP,08069005,XX,D,XX,300,1,0.0700,1,0,15.32,11.41,8.66,1,1,300,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
173165AN A000M6,MAP,08069005,XX,D,XX,300,1,0.0700,1,0,15.35,15.35,7.87,3.78,1,300,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
173165J6 A000M1,MAP,06084802,XX,D,XX,300,18,NULL,1,0,21.25,14.25,13,1.4,18,300,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,2
173166B2 A000M6,MAP,08069005,XX,D,XX,250,1,NULL,1,0,15.35,15.35,7.87,1,1,250,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,NULL
17316RSX G000M1,MAP,50550801,XX,D,XX,200,1,NULL,1,0,14,10,7,15.25,1,200,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
17316TGZ A000,MAP,51628204,D1,C,D1,30,8,NULL,1,0,23.75,11.12,7.25,5.8,8,30,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,NULL
17316TGZAA000,MAP,51628204,D1,C,D1,30,8,0.1630,1,0,23.75,11.12,7.25,5.8,8,30,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,NULL
1731759B 0060,MAP,08069005,XX,D,XX,250,1,0.0700,1,0,15.35,15.35,8.66,1,1,250,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,2
173175AN A000M6,MAP,08069005,XX,D,XX,250,1,NULL,1,0,15.35,15.35,8.66,1.5,1,250,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,2
173176B2 A000M6,MAP,08069005,XX,D,XX,250,1,NULL,1,0,15.35,15.35,8.66,1,1,250,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
1731858G A000M1,MAP,50550801,D1,C,D1,60,8,0.0700,1,0,23.75,11.12,7.25,5.8,8,60,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,NULL
173186B2 A000M6,MAP,08069005,XX,D,XX,250,1,NULL,1,0,15.35,15.35,8.66,1,1,250,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,2
17318TLA A000,MAP,50389803,A5,C,A5,60,1,0.3850,1,0,48,45,19.3,102,1,60,,0,0,0,45.0000,48.0000,19.3000,102.0000,0.0000,5
17358TLA A000,MAP,06102406,C2,C,C2,30,4,0.5880,1,1,23.62,22.18,7.25,9.6,4,30,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
17358TR0 A000,MAP,06102406,C2,C,C2,60,4,0.2100,1,1,23.62,22.18,7.25,9.6,4,60,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
17373TGZ A000M1,MAP,04102002,C2,C,C2,30,4,0.2500,1,1,23.62,22.18,7.25,9.6,4,30,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
17373TGZAA000M1,MAP,04102002,C2,C,C2,30,4,0.2500,1,1,23.62,22.18,7.25,9.6,4,30,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
17374TGZ A000M1,MAP,25014001,C2,C,C2,60,4,0.0830,1,1,23.62,22.18,7.25,9.6,4,60,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
17374TGZAA000M1,MAP,25014001,C2,C,C2,60,4,0.0830,1,1,23.62,22.18,7.25,9.6,4,60,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,NULL
17374TLA A000,MAP,25014001,C2,C,C2,60,4,0.0800,1,1,23.62,22.18,7.25,9.6,4,60,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
17391TGZ A000,MAP,51062201,C200000310,BR,C2,12,4,1.5700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17391TGZ A000,MAP,51143203,C200000310,BR,C2,12,4,1.5700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
17391TGZAA000,MAP,51143203,C200000310,BR,C2,12,4,1.5700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17391TLA A000,MAP,51143203,C200000009,BR,C2,10,4,0.6700,1,1,23.62,22.18,7.25,9.6,4,10,NULL,0,0,0,45.0000,48.0000,46.0000,358.4000,56.0000,2
17391TWA A000,MAP,51143203,C000000148,BR,C,10,4,1.4700,1,1,23.62,22.18,13.68,12.3,4,10,NULL,3.25,4.06,2.25,45.0000,48.0000,45.5000,227.6000,56.0000,2
17396TLA A000,MAP,50389803,D1,C,D1,60,8,0.1320,1,0,23.75,11.12,7.25,5.8,8,60,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,3
17495T3R L000M1,MAP,50282301,HR505471,AC,HR5S,6,1,19.8000,1,0,70,49,55,650,1,6,,0,0,0,70.0000,48.0000,53.0000,650.0000,0.0000,2
17495TGV A000M1,MAP,50274604,SR00000421,AC,SR,6,1,NULL,1,0,95,53.5,49.7,925,1,6,NULL,0,0,0,95.0000,53.5000,54.1000,925.0000,0.0000,2
17495TGV X000M1,MAP,50274604,SR00000421,AC,SR,6,1,NULL,1,0,95,53.5,49.7,925,1,6,NULL,0,0,0,95.0000,53.5000,54.1000,925.0000,0.0000,2
17495TLA A000M1,MAP,50282301,SR00000376,AC,SR,12,1,21.3000,1,0,89,48,60,960,1,12,NULL,0,0,0,89.0000,48.5000,63.0000,960.0000,0.0000,NULL
17495TV9 G000M1,MAP,50282301,HR505471,AC,HR5S,6,1,19.8000,1,0,70,49,55,650,1,6,,0,0,0,70.0000,48.0000,53.0000,650.0000,0.0000,2
17495TVA A000M1,MAP,50282301,HR5S300012,AR,HR5S,6,1,21.0000,1,0,69.5,48,54,700,1,6,NULL,0,0,0,69.5000,48.0000,54.0000,700.0000,0.0000,2
17495TVA X000M1,MAP,50282301,HR5S300012,AR,HR5S,6,1,20.6000,1,0,69.5,48,54,700,1,6,NULL,0,0,0,69.5000,48.0000,54.0000,700.0000,0.0000,2
17495TVC A000M1,MAP,50282301,HR5S300012,AR,HR5S,6,1,20.9000,1,0,69.5,48,54,700,1,6,NULL,0,0,0,69.5000,48.0000,54.0000,700.0000,0.0000,2
17495TVC X000M1,MAP,50282301,HR5S300012,AR,HR5S,6,1,20.9000,1,0,69.5,48,54,700,1,6,NULL,0,0,0,69.5000,48.0000,54.0000,700.0000,0.0000,2
17495TWA A000M1,MAP,50282301,HR5S300012,AR,HR5S,6,1,22.8000,1,0,69.5,48,54,700,1,6,NULL,0,0,0,69.5000,48.0000,54.0000,700.0000,0.0000,2
17495TZ3 A000M1,MAP,50282301,HR502010,AC,HR5S,6,1,22.8000,1,0,70,49,51,650,1,6,,0,0,0,70.0000,48.5000,53.8000,650.0000,0.0000,2
17495TZ3 X000M1,MAP,50282301,HR502010,AC,HR5S,6,1,22.8000,1,0,70,49,51,650,1,6,,0,0,0,70.0000,48.5000,53.8000,650.0000,0.0000,2
17495TZ4 A000M1,MAP,50282301,HR502010,AC,HR5S,6,1,22.8000,1,0,70,49,51,650,1,6,,0,0,0,70.0000,48.5000,53.8000,650.0000,0.0000,2
17495TZ4 X000M1,MAP,50282301,HR502010,AC,HR5S,6,1,22.8000,1,0,70,49,51,650,1,6,,0,0,0,70.0000,48.5000,53.8000,650.0000,0.0000,2
17495TZ7 A100M1,MAP,50282301,SR005238,AC,SR,6,1,24.3600,2,0,96,54,51,992,1,6,,0,0,0,96.0000,54.0000,49.5000,992.0000,0.0000,2
17518T2A A000,MAP,50389803,A5,C,A5,240,1,0.5000,1,0,48,45,19.3,102,1,240,,0,0,0,45.0000,48.0000,19.3000,102.0000,0.0000,NULL
17518TLA A000,MAP,14055002,HR505573,AR,HR5S,30,1,2.9458,1,0,70,48.5,54,577,1,30,,0,0,0,70.0000,48.5000,54.0000,577.0000,0.0000,2
17518TR0 0000,MAP,06102406,C2,C,C2,15,4,1.0400,1,1,23.62,22.18,7.25,9.6,4,15,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
17518TR0 A000,MAP,50389803,C2,C,C2,20,4,0.8400,1,1,23.62,22.18,7.25,9.6,4,20,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
17519TLA A000,MAP,50389803,A5,C,A5,60,1,1.3800,1,0,48,45,19.3,102,1,60,,0,0,0,45.0000,48.0000,19.3000,102.0000,0.0000,5
17521TGV A000,MAP,51628204,A1,C,A1,120,1,NULL,1,10,48,45,25,119,1,120,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,NULL
17521TLA A000,MAP,06102406,B2,C,B2,15,2,1.2300,1,0,44.62,23.62,7.25,17.1,2,15,30,0,0,0,45.0000,48.0000,46.0000,261.2000,56.0000,2
17521TR0 A700,MAP,51628204,B2,C,B2,15,2,1.2400,1,0,44.62,23.62,7.25,17.1,2,15,30,0,0,0,45.0000,48.0000,46.0000,261.2000,56.0000,2
17521TVA A000,MAP,13176001,A1,C,A1,240,1,0.8200,1,10,48,45,25,119,1,240,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,4
17521TWA A000,MAP,08069005,A5,C,A5,120,1,0.8700,1,0,48,45,19.3,102,1,120,,0,0,0,45.0000,48.0000,19.3000,102.0000,0.0000,5
17521TZ3 A000,MAP,50004501,A1,C,A1,120,1,1.4330,1,10,48,45,25,119,1,120,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,4
17521TZ7 A000,MAP,50004501,A1,C,A1,120,1,1.2080,1,10,48,45,25,119,1,120,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,4
17522TGV A000,MAP,51628204,A1,C,A1,120,1,NULL,1,10,48,45,25,119,1,120,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,NULL
17522TLA A000,MAP,14055002,A5,C,A5,30,1,1.5000,1,0,48,45,19.3,102,1,30,,0,0,0,45.0000,48.0000,19.3000,102.0000,0.0000,5
17522TR0 A500,MAP,51628204,B2,C,B2,15,2,1.4400,1,0,44.62,23.62,7.25,17.1,2,15,30,0,0,0,45.0000,48.0000,46.0000,261.2000,56.0000,2
17522TVA A000,MAP,13176001,A1,C,A1,240,1,1.2900,1,10,48,45,25,119,1,240,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,4
17522TWA A000,MAP,08069005,A5,C,A5,120,1,0.8700,1,0,48,45,19.3,102,1,120,,0,0,0,45.0000,48.0000,19.3000,102.0000,0.0000,5
17522TZ3 A000,MAP,50004501,A1,C,A1,60,1,1.5300,1,10,48,45,25,119,1,60,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,4
17522TZ7 A000,MAP,50004501,A1,C,A1,60,1,1.2500,1,10,48,45,25,119,1,60,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,4
17525SAA 0030,MAP,50090701,XX,D,XX,300,1,NULL,1,0,12,7.5,4,0.1,1,300,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,2
17525SM4 0000,MAP,04123001,XX,D,XX,440,1,NULL,1,0,9,9,6,29.4,1,440,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
17525TVA A000,MAP,04123001,XX,D,XX,520,1,NULL,1,0,9,9,6,31.68,1,520,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
17650TGV A000M1,MAP,20232005,A300000093,BR,A3,30,1,3.3000,1,1,48,45,34,145,1,30,NULL,48,45,28,45.0000,48.0000,34.0000,148.0000,0.0000,3
